route,name,type,departure_time,arrival_time,duration,price,seats_available,rating,from_place,to_place
Shimla to Delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),21:00,05:40,08h 40m,630,7,4.3,Shimla,Delhi
Shimla to Delhi,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,1123,3,3.9,Shimla,Delhi
Shimla to Delhi,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:30,04:35,08h 05m,712,9,4.3,Shimla,Delhi
Shimla to Delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,05:30,07h 30m,851,3,4.2,Shimla,Delhi
Shimla to Delhi,FlixBus,A/C Seater (2+2),20:00,04:40,08h 40m,814,8,5.0,Shimla,Delhi
Shimla to Delhi,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),21:00,06:00,09h 00m,1666,41,4.1,Shimla,Delhi
Manali to Chandigarh,HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,18:00,02:00,08h 00m,920,24,3.9,Manali,Chandigarh
Manali to Chandigarh,HRTC - 712,Ordinary 3+2 Non AC Seater,18:30,05:05,10h 35m,563,34,3.9,Manali,Chandigarh
Manali to Chandigarh,HRTC - 214001,Himsuta AC Seater Volvo/Scania 2+2,19:00,02:20,07h 20m,920,31,3.9,Manali,Chandigarh
Manali to Chandigarh,HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:10,08h 10m,938,34,3.9,Manali,Chandigarh
Manali to Chandigarh,HRTC - 737,Ordinary 3+2 Non AC Seater,20:10,05:30,09h 20m,567,37,2.3,Manali,Chandigarh
Manali to Chandigarh,HRTC - 803,Ordinary 3+2 Non AC Seater,20:30,06:00,09h 30m,549,37,3.0,Manali,Chandigarh
Manali to Chandigarh,HRTC - 732,Himsuta AC Seater Volvo/Scania 2+2,21:00,04:20,07h 20m,920,26,3.1,Manali,Chandigarh
Manali to Chandigarh,HRTC - 701,Ordinary 3+2 Non AC Seater,21:30,05:30,08h 00m,560,37,3.9,Manali,Chandigarh
Manali to Chandigarh,HRTC - 713,Himsuta AC Seater Volvo/Scania 2+2,22:00,06:00,08h 00m,920,31,3.4,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,03:10,06h 10m,664,20,4.8,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:30,05h 30m,759,14,4.5,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),21:30,03:50,06h 20m,670,9,4.6,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),17:30,23:55,06h 25m,462,13,4.4,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,664,25,4.3,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,00:30,06h 30m,554,14,4.9,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,713,10,4.8,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,03:30,05h 50m,664,17,4.6,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:00,23:25,06h 25m,585,19,4.2,Manali,Chandigarh
Manali to Chandigarh,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,02:00,07h 00m,665,8,4.4,Manali,Chandigarh
Manali to Chandigarh,Yolo Bus,Volvo 9600 A/C Semi Sleeper (2+2),21:10,02:55,05h 45m,760,11,4.3,Manali,Chandigarh
Manali to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,04:00,06h 00m,675,30,3.5,Manali,Chandigarh
Manali to Chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:15,01:10,06h 55m,649,14,4.9,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:45,00:40,06h 55m,605,25,4.0,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:05,01:55,06h 50m,673,15,3.8,Manali,Chandigarh
Manali to Chandigarh,IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),19:30,02:05,06h 35m,899,40,5.0,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Scania A/C Semi Sleeper (2+2),19:30,01:20,05h 50m,705,8,3.9,Manali,Chandigarh
Manali to Chandigarh,Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),20:00,03:30,07h 30m,449,18,2.5,Manali,Chandigarh
Manali to Chandigarh,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),17:00,23:59,06h 59m,600,12,3.8,Manali,Chandigarh
Manali to Chandigarh,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),17:00,00:05,07h 05m,649,5,3.0,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),18:15,00:40,06h 25m,1285,33,4.8,Manali,Chandigarh
Manali to Chandigarh,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,02:00,05h 30m,720,12,1.7,Manali,Chandigarh
Manali to Chandigarh,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:00,03:00,07h 00m,712,36,4.4,Manali,Chandigarh
Manali to Chandigarh,R S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),17:50,02:45,08h 55m,1899,30,4.4,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),20:30,02:40,06h 10m,672,16,4.3,Manali,Chandigarh
Manali to Chandigarh,Holiday Appeal Private Limited,Scania Multi-Axle AC Semi Sleeper (2+2),18:00,02:00,08h 00m,855,50,4.1,Manali,Chandigarh
Manali to Chandigarh,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:25,01:45,07h 20m,547,20,3.9,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),18:40,01:40,07h 00m,585,29,4.1,Manali,Chandigarh
Manali to Chandigarh,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,03:00,06h 00m,648,35,3.9,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),21:00,03:55,06h 55m,563,20,4.8,Manali,Chandigarh
Manali to Chandigarh,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,01:25,06h 25m,630,5,5.0,Manali,Chandigarh
Manali to Chandigarh,SPEED BUS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),18:45,02:10,07h 25m,750,43,4.8,Manali,Chandigarh
Manali to Chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),18:25,00:30,06h 05m,674,23,3.0,Manali,Chandigarh
Manali to Chandigarh,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),18:00,02:00,08h 00m,594,20,2.8,Manali,Chandigarh
Manali to Chandigarh,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),20:30,04:30,08h 00m,700,19,2.5,Manali,Chandigarh
Manali to Chandigarh,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),17:30,01:35,08h 05m,649,22,2.7,Manali,Chandigarh
Manali to Chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:35,05:00,06h 25m,673,31,1.2,Manali,Chandigarh
Manali to Chandigarh,Northern Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),17:30,01:15,07h 45m,500,38,2.6,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:15,00:05,06h 50m,999,29,4.3,Manali,Chandigarh
Manali to Chandigarh,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:45,00:55,06h 10m,1186,29,4.3,Manali,Chandigarh
Manali to Chandigarh,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),18:00,01:00,07h 00m,807,23,2.4,Manali,Chandigarh
Manali to Chandigarh,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),18:30,02:00,07h 30m,899,41,2.3,Manali,Chandigarh
Manali to Chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),18:10,01:30,07h 20m,567,14,3.9,Manali,Chandigarh
Manali to Chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),18:35,01:20,06h 45m,567,14,3.9,Manali,Chandigarh
Manali to Chandigarh,Reo India Travels,Volvo A/C Semi Sleeper (2+2),18:00,00:34,06h 34m,567,14,3.9,Manali,Chandigarh
Manali to Chandigarh,FlixBus,A/C Seater (2+2),20:30,03:30,07h 00m,375,12,3.7,Manali,Chandigarh
Manali to Chandigarh,SPEED BUS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:00,04:30,07h 30m,456,23,3.7,Manali,Chandigarh
Manali to Chandigarh,FlixBus,A/C Seater (2+2),18:30,01:40,07h 10m,437,11,3.7,Manali,Chandigarh
Manali to Chandigarh,FlixBus,A/C Semi Sleeper (2+2),18:30,01:40,07h 10m,880,45,3.7,Manali,Chandigarh
Manali to Chandigarh,Metahills holidays,Scania A/C Semi Sleeper (2+2),19:30,03:00,07h 30m,1350,21,3.5,Manali,Chandigarh
Manali to Chandigarh,Metahills holidays,Scania A/C Semi Sleeper (2+2),21:00,04:30,07h 30m,990,49,3.5,Manali,Chandigarh
Manali to Chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:30,23:55,05h 25m,696,16,3.4,Manali,Chandigarh
Manali to Chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:30,23:55,05h 25m,696,17,3.4,Manali,Chandigarh
Manali to Chandigarh,Everest Holidays,Volvo A/C Semi Sleeper (2+2),21:25,04:00,06h 35m,1063,21,3.4,Manali,Chandigarh
Manali to Chandigarh,Travel Zap India Pvt LTD.,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),19:00,01:15,06h 15m,1099,44,3.4,Manali,Chandigarh
Manali to Chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),17:30,23:55,06h 25m,696,5,3.4,Manali,Chandigarh
Manali to Chandigarh,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),17:30,23:55,06h 25m,696,5,3.4,Manali,Chandigarh
Manali to Chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),17:30,01:15,07h 45m,809,14,3.0,Manali,Chandigarh
Manali to Chandigarh,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,719,20,3.0,Manali,Chandigarh
Manali to Chandigarh,Cab India Travels,Volvo A/C Semi Sleeper (2+2),17:00,03:00,10h 00m,1295,41,2.8,Manali,Chandigarh
Manali to Chandigarh,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),18:00,23:55,05h 55m,1999,41,2.5,Manali,Chandigarh
Manali to Chandigarh,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:00,05:00,08h 00m,1439,26,2.4,Manali,Chandigarh
Manali to Chandigarh,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),19:30,02:45,07h 15m,1529,17,2.4,Manali,Chandigarh
Manali to Chandigarh,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),17:00,01:30,08h 30m,1294,53,2.3,Manali,Chandigarh
Manali to Chandigarh,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),17:30,03:45,10h 15m,1399,53,2.3,Manali,Chandigarh
Manali to Chandigarh,Snow Line Holidays Manali,A/C Seater (2+2),19:45,04:45,09h 00m,3000,45,0.0,Manali,Chandigarh
Chandigarh to Manali,HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,03:00,08h 20m,560,37,3.9,Chandigarh,Manali
Chandigarh to Manali,HRTC - 58,Himsuta AC Seater Volvo/Scania 2+2,20:40,05:00,08h 20m,945,32,4.4,Chandigarh,Manali
Chandigarh to Manali,HRTC - 1522,Himsuta AC Seater Volvo/Scania 2+2,22:00,06:30,08h 30m,920,35,4.8,Chandigarh,Manali
Chandigarh to Manali,HRTC - 521,Ordinary 3+2 Non AC Seater,22:20,07:00,08h 40m,565,37,5.0,Chandigarh,Manali
Chandigarh to Manali,HRTC - 1233,Himsuta AC Seater Volvo/Scania 2+2,23:25,10:00,10h 35m,938,20,3.9,Chandigarh,Manali
Chandigarh to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05:30,06h 40m,474,7,4.7,Chandigarh,Manali
Chandigarh to Manali,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:15,05:25,06h 10m,497,9,4.7,Chandigarh,Manali
Chandigarh to Manali,Malana Travels,Volvo A/C Semi Sleeper (2+2),23:58,05:30,05h 32m,570,16,4.4,Chandigarh,Manali
Chandigarh to Manali,AdGLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,07:00,08h 35m,450,24,3.5,Chandigarh,Manali
Chandigarh to Manali,GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:35,07:10,08h 35m,495,23,3.0,Chandigarh,Manali
Chandigarh to Manali,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,07:25,07h 26m,507,24,3.6,Chandigarh,Manali
Chandigarh to Manali,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),01:00,07:00,06h 00m,1170,11,3.4,Chandigarh,Manali
Chandigarh to Manali,Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),22:00,07:15,09h 15m,449,21,1.9,Chandigarh,Manali
Chandigarh to Manali,Everest Holidays,Volvo A/C Semi Sleeper (2+2),23:55,07:00,07h 05m,594,23,1.9,Chandigarh,Manali
Chandigarh to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,05:30,05h 45m,696,29,2.3,Chandigarh,Manali
Chandigarh to Manali,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),23:55,07:00,07h 05m,1170,6,3.2,Chandigarh,Manali
Chandigarh to Manali,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),23:45,08:25,08h 40m,539,31,3.0,Chandigarh,Manali
Chandigarh to Manali,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),23:30,07:30,08h 00m,594,37,3.4,Chandigarh,Manali
Chandigarh to Manali,Travel Zap India Pvt LTD.,Volvo Multi-Axle A/C (2+2),23:24,06:30,07h 06m,599,46,2.5,Chandigarh,Manali
Chandigarh to Manali,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),23:40,07:00,07h 20m,1649,41,4.0,Chandigarh,Manali
Chandigarh to Manali,Metahills holidays,Scania A/C Semi Sleeper (2+2),23:51,08:30,08h 39m,1350,31,3.5,Chandigarh,Manali
Chandigarh to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,08:00,08h 15m,720,29,3.4,Chandigarh,Manali
Chandigarh to Manali,Northern Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:45,06:45,07h 00m,500,39,2.6,Chandigarh,Manali
Chandigarh to Manali,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),22:20,05:00,06h 40m,2199,49,2.5,Chandigarh,Manali
Chandigarh to Manali,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:58,06:30,06h 32m,522,19,2.4,Chandigarh,Manali
Chandigarh to Manali,Snow Line Holidays Manali,A/C Seater (2+2),20:00,08:00,12h 00m,3000,45,0.0,Chandigarh,Manali
Chandigarh to Manali,Snow Line Holidays Manali,A/C Seater (2+2),22:35,07:10,08h 35m,3000,45,0.0,Chandigarh,Manali
Delhi to Manali,HRTC - 530,Ordinary 3+2 Non AC Seater,18:20,08:30,14h 10m,822,32,2.1,Delhi,Manali
Delhi to Manali,HRTC - 703,Himsuta AC Seater Volvo/Scania 2+2,19:00,06:00,11h 00m,1428,24,4.3,Delhi,Manali
Delhi to Manali,HRTC - 545,Ordinary 3+2 Non AC Seater,19:32,09:30,13h 58m,809,37,3.8,Delhi,Manali
Delhi to Manali,HRTC - 21,Himsuta AC Seater Volvo/Scania 2+2,20:00,09:00,13h 00m,1428,30,4.4,Delhi,Manali
Delhi to Manali,HRTC - 567,Himsuta AC Seater Volvo/Scania 2+2,21:03,10:00,12h 57m,1428,23,4.4,Delhi,Manali
Delhi to Manali,HRTC - 574,Ordinary 3+2 Non AC Seater,21:14,08:30,11h 16m,809,36,4.0,Delhi,Manali
Delhi to Manali,HRTC - 214002,Himsuta AC Seater Volvo/Scania 2+2,21:27,09:30,12h 03m,1428,27,3.9,Delhi,Manali
Delhi to Manali,HRTC - 600,Himsuta AC Seater Volvo/Scania 2+2,21:50,10:50,13h 00m,1446,25,3.7,Delhi,Manali
Delhi to Manali,HRTC - 583,Ordinary 3+2 Non AC Seater,22:02,11:00,12h 58m,820,36,2.9,Delhi,Manali
Delhi to Manali,Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:30,07:30,10h 00m,712,13,4.7,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,07:00,12h 00m,569,26,4.7,Delhi,Manali
Delhi to Manali,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:40,11:10,11h 30m,511,27,4.7,Delhi,Manali
Delhi to Manali,AdR S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),19:15,08:30,13h 15m,475,25,4.5,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,11:00,12h 00m,664,36,4.7,Delhi,Manali
Delhi to Manali,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),22:00,08:40,10h 40m,511,31,4.8,Delhi,Manali
Delhi to Manali,IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:35,07:05,12h 30m,650,24,4.7,Delhi,Manali
Delhi to Manali,AdMalana Travels,Volvo A/C Semi Sleeper (2+2),19:00,05:30,10h 30m,570,16,4.6,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,05:30,12h 30m,554,5,4.6,Delhi,Manali
Delhi to Manali,Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:50,09:10,11h 20m,500,13,4.6,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,10:00,12h 00m,569,19,4.6,Delhi,Manali
Delhi to Manali,Yolo Bus,Volvo 9600 A/C Semi Sleeper (2+2),23:16,11:08,11h 52m,550,27,4.6,Delhi,Manali
Delhi to Manali,IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),21:55,09:05,11h 10m,650,19,4.6,Delhi,Manali
Delhi to Manali,Zingbus Plus,Scania A/C Semi Sleeper (2+2),21:00,07:45,10h 45m,540,16,4.6,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,09:00,12h 00m,569,24,4.5,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,08:00,12h 00m,618,32,4.5,Delhi,Manali
Delhi to Manali,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:20,09:00,10h 40m,540,29,4.5,Delhi,Manali
Delhi to Manali,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),18:30,05:25,10h 55m,487,4,4.7,Delhi,Manali
Delhi to Manali,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,08:30,12h 00m,523,37,4.4,Delhi,Manali
Delhi to Manali,Zingbus Plus,Volvo 9600 A/C Semi Sleeper (2+2),23:40,11:15,11h 35m,595,33,4.4,Delhi,Manali
Delhi to Manali,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),22:40,10:40,12h 00m,569,33,4.4,Delhi,Manali
Delhi to Manali,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),19:30,09:00,13h 30m,1499,4,0.0,Delhi,Manali
Delhi to Manali,Aarohi Travels,VE A/C Seater (2+2),21:00,10:00,13h 00m,1599,49,0.0,Delhi,Manali
Delhi to Manali,Yolo Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:33,09:15,10h 42m,600,36,4.3,Delhi,Manali
Delhi to Manali,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:45,09:25,10h 40m,487,29,4.5,Delhi,Manali
Delhi to Manali,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:35,07:25,11h 50m,507,23,4.2,Delhi,Manali
Delhi to Manali,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,06:30,12h 00m,463,21,4.4,Delhi,Manali
Delhi to Manali,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:15,07:15,12h 00m,720,25,4.0,Delhi,Manali
Delhi to Manali,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:40,12:05,13h 25m,522,26,3.8,Delhi,Manali
Delhi to Manali,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,07:30,12h 00m,649,29,3.3,Delhi,Manali
Delhi to Manali,City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,13:20,13h 25m,522,38,3.9,Delhi,Manali
Delhi to Manali,Travel hub,Volvo A/C Semi Sleeper (2+2),18:45,07:15,12h 30m,599,29,3.1,Delhi,Manali
Delhi to Manali,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:25,07:45,12h 20m,522,22,3.1,Delhi,Manali
Delhi to Manali,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),19:15,08:25,13h 10m,539,29,3.5,Delhi,Manali
Delhi to Manali,Reo India Travels,Volvo A/C Semi Sleeper (2+2),19:15,08:00,12h 45m,547,13,3.6,Delhi,Manali
Delhi to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,05:30,11h 30m,696,29,4.1,Delhi,Manali
Delhi to Manali,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:30,07:25,11h 55m,720,21,3.4,Delhi,Manali
Delhi to Manali,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),19:00,06:55,11h 55m,720,23,3.6,Delhi,Manali
Delhi to Manali,Cab India Travels,Volvo A/C Semi Sleeper (2+2),19:20,08:30,13h 10m,600,36,2.8,Delhi,Manali
Delhi to Manali,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:30,07:00,11h 30m,1649,26,4.3,Delhi,Manali
Delhi to Manali,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),21:30,08:30,11h 00m,584,35,3.1,Delhi,Manali
Delhi to Manali,Travel Zap India Pvt LTD.,Volvo Multi-Axle A/C (2+2),20:00,06:30,10h 30m,599,46,3.8,Delhi,Manali
Delhi to Manali,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:00,11:20,12h 20m,540,40,3.9,Delhi,Manali
Delhi to Manali,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:30,08:45,12h 15m,500,29,3.5,Delhi,Manali
Delhi to Manali,Reo India Travels,Volvo A/C Semi Sleeper (2+2),19:45,08:20,12h 35m,520,13,3.3,Delhi,Manali
Delhi to Manali,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:00,08:30,11h 30m,854,25,3.6,Delhi,Manali
Delhi to Manali,City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,07:00,14h 00m,522,29,4.3,Delhi,Manali
Delhi to Manali,Shree Balaji Travels,Volvo A/C Semi Sleeper (2+2),19:20,06:50,11h 30m,1699,32,3.3,Delhi,Manali
Delhi to Manali,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),19:30,06:30,11h 00m,522,19,3.7,Delhi,Manali
Delhi to Manali,Zakir Flights,Volvo A/C Semi Sleeper (2+2),18:30,06:00,11h 30m,541,29,3.8,Delhi,Manali
Delhi to Manali,Sugam Yatra,Bharat Benz A/C Semi Sleeper (2+2),19:15,08:00,12h 45m,899,33,4.1,Delhi,Manali
Delhi to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),21:00,08:15,11h 15m,606,35,3.7,Delhi,Manali
Delhi to Manali,Shree Balaji Travels,Volvo A/C Semi Sleeper (2+2),20:30,09:30,13h 00m,1699,20,3.4,Delhi,Manali
Delhi to Manali,Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),23:30,11:00,11h 30m,570,31,2.6,Delhi,Manali
Delhi to Manali,SIDDHI VINAYAK TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:30,09:00,13h 30m,549,37,2.5,Delhi,Manali
Delhi to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),22:00,09:30,11h 30m,630,35,3.8,Delhi,Manali
Delhi to Manali,City Land Travels,Volvo A/C Semi Sleeper (2+2),21:20,10:45,13h 25m,540,29,4.1,Delhi,Manali
Delhi to Manali,Suswagtam Tours,Volvo A/C Semi Sleeper (2+2),19:30,08:30,13h 00m,599,21,3.3,Delhi,Manali
Delhi to Manali,Travel hub,Volvo A/C Semi Sleeper (2+2),21:30,12:30,15h 00m,782,21,2.7,Delhi,Manali
Delhi to Manali,Hari Das Tour &Travels,Bharat Benz A/C Seater (2+2),20:30,07:55,11h 25m,854,43,1.7,Delhi,Manali
Delhi to Manali,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),19:00,07:00,12h 00m,1599,53,1.1,Delhi,Manali
Delhi to Manali,Kartar Travels Private Limited,Volvo A/C Semi Sleeper (2+2),23:59,12:30,12h 31m,522,28,2.6,Delhi,Manali
Delhi to Manali,Leo Travel heights,Volvo A/C Semi Sleeper (2+2),18:00,08:40,14h 40m,699,27,4.3,Delhi,Manali
Delhi to Manali,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),19:00,07:00,12h 00m,1649,41,4.3,Delhi,Manali
Delhi to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),21:00,09:00,12h 00m,630,35,3.9,Delhi,Manali
Delhi to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,08:00,14h 00m,720,29,3.9,Delhi,Manali
Delhi to Manali,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:00,06:50,11h 50m,810,29,3.9,Delhi,Manali
Delhi to Manali,FlixBus,A/C Seater (2+2),22:00,10:10,12h 10m,566,37,3.7,Delhi,Manali
Delhi to Manali,FlixBus,A/C Seater (2+2),18:30,06:55,12h 25m,893,17,3.7,Delhi,Manali
Delhi to Manali,G.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),20:30,08:30,12h 00m,799,30,3.2,Delhi,Manali
